field_id,catalog_version,field_name,page_name,section_name_en,section_name_fr,section_order,panel_name,panel_suffix,point_type,mitigation_phase,answer_type,is_mandatory,visible_if,option_count,max_points,text_en,text_fr,guidance_en,guidance_fr
122,1.0.1,aboutDataSource1,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,2,Will the system use personal information as input data?,Les données saisies dans le système comprendront-elles des renseignements personnels?,,
123,1.0.1,aboutDataSource9,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-2""",2,2,Have you verified that the collection of personal information is limited to only what is directly related to a program or activity of your institution?,Avez-vous vérifié si les renseignements personnels recueillis se limitent à ceux qui sont directement liés à un programme ou à une activité de votre organisation?,,
124,1.0.1,aboutDataSource10,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-2""",2,2,Is the personal information of individuals used in a decision-making process that affects those individuals?,Les renseignements personnels recueillis auprès des personnes seront-ils utilisés dans le cadre d'un processus décisionnel qui aura une incidence sur elles?,,
125,1.0.1,aboutDataSource11,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,"{aboutDataSource1} = ""item1-2""",2,1,Have you verified whether the system is using personal information in a way that is consistent with: (a) the current personal information banks (PIBs) and privacy impact assessments (PIAs) of your programs or (b) planned or implemented modifications to the PIBs or PIAs that take new uses and processes into account?,Avez-vous vérifié si le système utilise les renseignements personnels d'une manière qui est compatible avec : a) les fichiers de renseignements personnels (FRP) et les évaluations des facteurs relatifs à la vie privée (EFVP) de vos programmes; b) les modifications prévues ou apportées aux FRP ou aux EFVP qui tiennent compte des nouveaux usages et processus?,,
126,1.0.1,aboutDataSource12,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,text,N,"{aboutDataSource1} = ""item1-2""",0,0,List relevant PIB numbers.,Veuillez indiquer le numéro des FRP pertinents.,,
127,1.0.1,aboutDataSource14,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,checkbox,N,"{aboutDataSource1} = ""item1-2""",6,9,Will the personal information be shared (check all that apply),Les renseignements personnels recueillis seront-ils communiqués? (Cochez toutes les réponses qui s'appliquent):,,
128,1.0.1,aboutDataSource14A,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource1} = ""item1-2"" and {aboutDataSource14} contains ""item6-1""",0,0,Please specify,Précisez,,
129,1.0.1,aboutDataSource15,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,3,2,Is the training and testing data for the system representative of the clients being served? ,Les données utilisées aux fins de l'apprentissage du système et des essais réalisés sur celui-ci cadrent-elles avec la clientèle desservie?  ,,
130,1.0.1,aboutDataSource15Y,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource15} = ""item1-0""",0,0,Describe how you have assessed that data was representative. ,Veuillez préciser les mesures que vous avez prises pour vérifier que les données cadrent bien avec celle-ci. ,,
131,1.0.1,aboutDataSource15N,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource15} = ""item2-2""",0,0,Explain why the data is not representative and indicate how this has or will be managed.    ,Veuillez expliquer les raisons pour lesquelles les données ne cadrent pas avec celle-ci et indiquez les mesures prises pour y remédier ou celles qui seront prises. ,,
132,1.0.1,aboutDataSource15U,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource15} = ""item3-1""",0,0,Explain why you are unsure whether the data is representative.  ,Veuillez expliquer les raisons pour lesquelles vous n'êtes pas en mesure de confirmer que les données cadrent avec celle-ci. ,,
133,1.0.1,aboutDataSource16,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,3,2,Are there biases in the training data that could increase the likelihood of discriminatory outcomes or lead to other impacts on human rights? ,Les données d'apprentissage comportent-elles des biais susceptibles d'accroître le risque de discrimination ou de toute autre répercussion sur les droits de la personne? ,,
134,1.0.1,aboutDataSource16Y,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource16} = ""item1-2""",0,0,Explain the biases identified and any mitigations to address this. ,Veuillez expliquer les biais constatés et les mesures d'atténuation prises pour y remédier.   ,,
135,1.0.1,aboutDataSource16N,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource16} = ""item2-0""",0,0,Explain the process taken to confirm that there are no biases in the training data that could increase the likelihood of discriminatory outcomes or other impacts on human rights.,Expliquez les mesures prises pour garantir que les données d'apprentissage ne comportent aucun biais susceptible d'accroître le risque de discrimination ou de toute autre répercussion sur les droits de la personne.,,
136,1.0.1,aboutDataSource16U,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource16} = ""item3-1""",0,0,Explain why you are unsure of whether the data could increase the likelihood of discriminatory outcomes or other impacts on human rights ,Expliquez pourquoi vous n'êtes pas en mesure de confirmer que les données d'apprentissage ne comportent aucun biais susceptible d'accroître le risque de discrimination ou de toute autre répercussion sur les droits de la personne.,,
137,1.0.1,aboutDataSource2,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,8,4,What is the highest security classification of the input data used by the system? (Select one),Quelle est la classification de sécurité la plus élevée des données d'entrée utilisées par le système? (N'en choisir qu'une seule),,
138,1.0.1,aboutDataSource2A,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,text,N,"{aboutDataSource2} = ""item8-0""",0,0,Please specify,Précisez,,
139,1.0.1,aboutDataSource17,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,3,2,Are there measures in place to ensure the accuracy of the personal information used?,Des mesures ont-elles été mises en place pour garantir l'exactitude des renseignements personnels utilisés?,,
140,1.0.1,aboutDataSource17Y,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource17} = ""item1-0""",0,0,"If yes, describe the measures taken to ensure and verify the accuracy of personal information.",Décrivez les mesures prises pour garantir et vérifier l'exactitude des renseignements personnels. ,,
141,1.0.1,aboutDataSource17N,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource17} = ""item2-2""",0,0,"If no, describe why there are not measures in place to ensure the accuracy of personal information.",Décrivez la raison pour laquelle aucune mesure n'a été mise en place pour garantir l'exactitude des renseignements personnels.,,
142,1.0.1,aboutDataSource17U,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSource17} = ""item3-0""",0,0,Describe ,Veuillez préciser ,,
143,1.0.1,aboutDataSource3,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,3,3,Who controls the data?,Qui contrôle les données?,,
144,1.0.1,aboutDataSource4,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,2,Will the system use data from multiple different sources?,Les données utilisées par le système proviendront-elles de plusieurs sources différentes?,,
145,1.0.1,aboutDataSource5,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,"Will the system require input data from a network-connected device? (such as Internet of Things, sensor)","Le système devra-t-il utiliser des données provenant d'un appareil connecté à un réseau (par exemple, l'Internet des objets et un capteur)?",,
146,1.0.1,aboutDataSource6,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system interface with other IT systems?,Le système interagira-t-il avec d'autres systèmes des TI?,,
147,1.0.1,aboutDataSource7,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the data used for training the system?,Qui a recueilli les données utilisées pour l'apprentissage du système?,,
148,1.0.1,aboutDataSource8,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the input data used by the system?,Qui a recueilli les données saisies dans le système?,,
149,1.0.1,aboutDataSource13,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,,0,0,"Describe the input data collected and used by the system, its source, method of collection, and any quality assurance measures in place.","Veuillez décrire les données recueillies et traitées par le système, leur source, la méthode de collecte et toute mesure d'assurance de la qualité mise en place. ",,
150,1.0.1,aboutDataSourceType1,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,0,"Will the system require the analysis of unstructured data to make an assessment, recommendation or decision?","Le système devra-t-il analyser des données non structurées aux fins de la réalisation d'évaluations, de la formulation de recommandations ou de la prise de décisions?",,
151,1.0.1,aboutDataSourceType2,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,checkbox,N,"{aboutDataSourceType1} = ""item1-0""",2,6,What types of unstructured data? (Check all that apply),De quel type de données non structurées s'agit-il (Cochez toutes les réponses qui s'appliquent)?,,
152,1.0.1,aboutDataSourceType3,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,0,Has there been a decision to exclude certain data? ,Avez-vous décidé d'exclure certaines données? ,,
153,1.0.1,aboutDataSourceType3A,aboutData,About the Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,comment,N,"{aboutDataSourceType3} = ""item1-0""",0,0,Describe why data has been excluded ,Veuillez expliquer la raison pour laquelle ces données ont été exclues. ,,
154,1.0.1,consultationDesign1,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,"Internal consultees or partners (federal institutions, including the federal public service).","Des partenaires ou des parties consultantes à l'interne (organisations fédérales, y compris la fonction publique fédérale).",,
155,1.0.1,consultationDesign2,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign1} = ""item1-2""",16,0,Which internal consultees or partners will you be engaging?,Indiquez les partenaires ou les parties consultantes que vous mobiliserez à l'interne,,
156,1.0.1,consultationDesign2-other,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,comment,N,"{consultationDesign2} contains ""item9""",0,0,Please describe,S'il vous plait décrire,,
157,1.0.1,consultationDesign3,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,2,External consultees or partners (groups in other sectors or jurisdictions).,Des partenaires ou des parties consultantes à l'externe (groupes d'autres secteurs ou administrations),,
158,1.0.1,consultationDesign4,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign3} = ""item1-2""",11,0,Which external consultees or partners will you be engaging?,Indiquez les partenaires ou les parties consultantes que vous mobiliserez à l'externe.,,
