submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
32-1,32,0.10.0,impact31,93,raw,0,"Les outils évaluent les éléments de données dans les demandes présentées à IRCC; ils trieront les demandes et automatiseront les décisions concernant l’approbation de la recevabilité des répondants et des demandeurs principaux pour certaines demandes. Les outils ne refuseront aucune demande, ils n’auront aucun pouvoir de décision ou recommandation en matière  d'interdiction de territoire et ne feront aucune recommandation de refus auprès du personnel responsable du traitement. Les agents prennent la décision finale concernant toutes les demandes. ",,"Les outils évaluent les éléments de données dans les demandes présentées à IRCC; ils trieront les demandes et automatiseront les décisions concernant l’approbation de la recevabilité des répondants et des demandeurs principaux pour certaines demandes. Les outils ne refuseront aucune demande, ils n’auront aucun pouvoir de décision ou recommandation en matière  d'interdiction de territoire et ne feront aucune recommandation de refus auprès du personnel responsable du traitement. Les agents prennent la décision finale concernant toutes les demandes. ","Les outils évaluent les éléments de données dans les demandes présentées à IRCC; ils trieront les demandes et automatiseront les décisions concernant l’approbation de la recevabilité des répondants et des demandeurs principaux pour certaines demandes. Les outils ne refuseront aucune demande, ils n’auront aucun pouvoir de décision ou recommandation en matière  d'interdiction de territoire et ne feront aucune recommandation de refus auprès du personnel responsable du traitement. Les agents prennent la décision finale concernant toutes les demandes.",Y,submitted_translation,Y
32-1,32,0.10.0,impact3,47,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,impact22,96,raw,0,item2-0,1,No,Non,N,catalog,Y
32-1,32,0.10.0,impact5,14,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
32-1,32,0.10.0,impact6,15,raw,1,item1-1,0,Reversible,Réversible,N,catalog,Y
32-1,32,0.10.0,impact7,16,raw,4,item4-4,3,Most impacts are perpetual,La plupart des incidences sont sans limite dans le temps.,N,catalog,Y
32-1,32,0.10.0,impact8,17,raw,0,"La plupart des incidences sont perpétuelles. Les outils automatiseront certaines décisions en matière d’approbation de la recevabilité qui seront rarement annulées. La décision rendue concernant la recevabilité peut amener le client à devenir résident permanent, à condition que d’autres évaluations non automatisées soient approuvées. ",,"La plupart des incidences sont perpétuelles. Les outils automatiseront certaines décisions en matière d’approbation de la recevabilité qui seront rarement annulées. La décision rendue concernant la recevabilité peut amener le client à devenir résident permanent, à condition que d’autres évaluations non automatisées soient approuvées. ","La plupart des incidences sont perpétuelles. Les outils automatiseront certaines décisions en matière d’approbation de la recevabilité qui seront rarement annulées. La décision rendue concernant la recevabilité peut amener le client à devenir résident permanent, à condition que d’autres évaluations non automatisées soient approuvées. ",Y,submitted_translation,Y
32-1,32,0.10.0,impact9,18,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
32-1,32,0.10.0,impact10,17,raw,0,"On s’attend à ce que le système n’ait à peu près pas d’incidence négative sur les droits ou la liberté des personnes, car il sera uniquement utilisé pour trier les demandes et automatiser certaines approbations favorables concernant les répondants ainsi que certaines décisions favorables concernant la recevabilité des demandeurs principaux. Le système ne refuse jamais de demande et ne recommande pas de refus. Tous les refus continuent d’être émis par des humains, conformément à la pratique actuelle. Toutes les demandes qui ne peuvent pas être approuvées automatiquement par les outils feront l’objet d’une évaluation complète par les agents, conformément aux pratiques normales. Dans le cas des demandes pour lesquelles l’approbation favorable du répondant ou la détermination favorable de la recevabilité du demandeur principal sont automatisées par le système, la partie de la demande qui traite de l’interdiction de territoire  du demandeur principal est envoyée à un agent aux fins d’examen et de décision finale. ",,"On s’attend à ce que le système n’ait à peu près pas d’incidence négative sur les droits ou la liberté des personnes, car il sera uniquement utilisé pour trier les demandes et automatiser certaines approbations favorables concernant les répondants ainsi que certaines décisions favorables concernant la recevabilité des demandeurs principaux. Le système ne refuse jamais de demande et ne recommande pas de refus. Tous les refus continuent d’être émis par des humains, conformément à la pratique actuelle. Toutes les demandes qui ne peuvent pas être approuvées automatiquement par les outils feront l’objet d’une évaluation complète par les agents, conformément aux pratiques normales. Dans le cas des demandes pour lesquelles l’approbation favorable du répondant ou la détermination favorable de la recevabilité du demandeur principal sont automatisées par le système, la partie de la demande qui traite de l’interdiction de territoire  du demandeur principal est envoyée à un agent aux fins d’examen et de décision finale. ","On s’attend à ce que le système n’ait à peu près pas d’incidence négative sur les droits ou la liberté des personnes, car il sera uniquement utilisé pour trier les demandes et automatiser certaines approbations favorables concernant les répondants ainsi que certaines décisions favorables concernant la recevabilité des demandeurs principaux. Le système ne refuse jamais de demande et ne recommande pas de refus. Tous les refus continuent d’être émis par des humains, conformément à la pratique actuelle. Toutes les demandes qui ne peuvent pas être approuvées automatiquement par les outils feront l’objet d’une évaluation complète par les agents, conformément aux pratiques normales. Dans le cas des demandes pour lesquelles l’approbation favorable du répondant ou la détermination favorable de la recevabilité du demandeur principal sont automatisées par le système, la partie de la demande qui traite de l’interdiction de territoire  du demandeur principal est envoyée à un agent aux fins d’examen et de décision finale. ",Y,submitted_translation,Y
32-1,32,0.10.0,impact24,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
32-1,32,0.10.0,impact25,17,raw,0,"On s’attend à ce que le système n’ait à peu près pas d’incidence sur l’égalité, la dignité, la protection de la vie privée et l’autonomie des personnes, car il sera utilisé uniquement pour trier les demandes et automatiser certaines approbations favorables concernant le répondant ainsi que certaines décisions favorables concernant la recevabilité des demandeurs principaux. Les périodes de conservation des données, les procédures de traitement des données et la capacité des clients à mettre à jour ou à modifier leur demande durant le traitement demeureront inchangées, peu importe l’emplacement du tri de la demande ou si la demande fait l’objet d’une décision automatisée concernant le répondant ou la recevabilité du demandeur principal.",,"On s’attend à ce que le système n’ait à peu près pas d’incidence sur l’égalité, la dignité, la protection de la vie privée et l’autonomie des personnes, car il sera utilisé uniquement pour trier les demandes et automatiser certaines approbations favorables concernant le répondant ainsi que certaines décisions favorables concernant la recevabilité des demandeurs principaux. Les périodes de conservation des données, les procédures de traitement des données et la capacité des clients à mettre à jour ou à modifier leur demande durant le traitement demeureront inchangées, peu importe l’emplacement du tri de la demande ou si la demande fait l’objet d’une décision automatisée concernant le répondant ou la recevabilité du demandeur principal.","On s’attend à ce que le système n’ait à peu près pas d’incidence sur l’égalité, la dignité, la protection de la vie privée et l’autonomie des personnes, car il sera utilisé uniquement pour trier les demandes et automatiser certaines approbations favorables concernant le répondant ainsi que certaines décisions favorables concernant la recevabilité des demandeurs principaux. Les périodes de conservation des données, les procédures de traitement des données et la capacité des clients à mettre à jour ou à modifier leur demande durant le traitement demeureront inchangées, peu importe l’emplacement du tri de la demande ou si la demande fait l’objet d’une décision automatisée concernant le répondant ou la recevabilité du demandeur principal.",Y,submitted_translation,Y
32-1,32,0.10.0,impact11,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
32-1,32,0.10.0,impact12,17,raw,0," On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur la santé et le bien-être des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.             ",," On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur la santé et le bien-être des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.             ","On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur la santé et le bien-être des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.  ",Y,submitted_translation,Y
32-1,32,0.10.0,impact13,69,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
32-1,32,0.10.0,impact14,17,raw,0,"On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur les intérêts économiques des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",,"On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur les intérêts économiques des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.","On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur les intérêts économiques des personnes, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions favorables concernant la recevabilité.",Y,submitted_translation,Y
32-1,32,0.10.0,impact15,19,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
32-1,32,0.10.0,impact16,17,raw,0,"On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur la durabilité continue d’un écosystème environnemental, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions concernant l’approbation de la recevabilité.            ",,"On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur la durabilité continue d’un écosystème environnemental, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions concernant l’approbation de la recevabilité.            ","On s’attend à ce que les outils n’aient à peu près pas d’incidence négative sur la durabilité continue d’un écosystème environnemental, car ils seront uniquement utilisés pour trier les demandes et automatiser certaines décisions concernant l’approbation de la recevabilité.  ",Y,submitted_translation,Y
